City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,San Luis,AR,-33.3,-66.34,62.06,86,100,12.8,moderate rain
335,Taywarah,AF,33.35,64.42,33.58,77,0,1.41,clear sky
336,Santarem,BR,-2.44,-54.71,78.8,94,0,3.36,clear sky
337,Naze,JP,28.37,129.48,71.6,78,75,10.29,broken clouds
338,Bloomington,US,44.84,-93.3,28.99,63,20,3.53,few clouds
339,Ayr,GB,55.46,-4.63,48.99,93,75,8.05,broken clouds
340,Lazi,UA,48.07,24.23,25.5,74,0,3.49,clear sky
341,Marzuq,YE,14.4,46.47,58.35,71,0,2.73,clear sky
342,Chuy,UY,-33.7,-53.46,61.7,86,40,8.9,scattered clouds
343,Jalu,LY,29.03,21.55,55.42,86,0,6.89,clear sky
344,Whithorn,JM,18.26,-78.04,80.01,74,40,6.93,scattered clouds
345,Deputatskiy,RU,69.3,139.9,-5.37,91,100,5.32,overcast clouds
346,Nadym,RU,65.53,72.52,18.9,93,0,17.45,clear sky
347,Havoysund,NO,71.0,24.66,32.0,92,0,13.87,clear sky
348,Kulhudhuffushi,MV,6.62,73.07,82.67,73,75,7.43,light rain
349,Orodara,BF,10.95,-4.93,77.0,38,0,6.93,clear sky
350,Coquimbo,CL,-29.95,-71.34,55.4,93,0,2.24,clear sky
351,Irati,BR,-25.47,-50.65,63.05,98,48,3.51,scattered clouds
352,Alihe,CN,50.57,123.72,8.82,82,0,3.53,clear sky
353,Entebbe,UG,0.06,32.45,67.93,77,85,5.5,overcast clouds
354,San Jose,US,37.34,-121.89,54.0,58,5,2.04,clear sky
355,Boyolangu,ID,-8.12,111.89,86.13,65,56,1.41,broken clouds
356,Carroll,US,39.55,-77.02,36.0,67,93,3.0,overcast clouds
357,Saint-Paul,RE,-21.01,55.27,80.6,74,20,10.29,few clouds
358,Cap Malheureux,MU,-19.98,57.61,79.0,82,2,5.99,clear sky
359,Mayo,US,38.89,-76.51,41.0,48,90,11.41,overcast clouds
360,Ust-Kuyga,RU,70.02,135.6,-6.39,90,100,8.46,overcast clouds
361,Manyana,BW,-23.4,21.72,66.0,25,19,10.13,few clouds
362,Kenai,US,60.55,-151.26,35.01,93,90,5.82,light rain
363,Birao,CF,10.28,22.79,62.96,29,27,4.74,scattered clouds
364,Nouadhibou,MR,20.93,-17.03,68.0,82,100,6.93,overcast clouds
365,Tura,IN,25.52,90.22,71.92,64,0,1.39,clear sky
366,Berlevag,NO,70.86,29.09,30.81,90,100,12.8,overcast clouds
367,Tabas,IR,33.6,56.92,50.0,61,24,2.24,few clouds
368,Ulundi,ZA,-28.34,31.42,59.97,79,100,8.46,overcast clouds
369,Burnie,AU,-41.07,145.92,60.01,41,0,18.01,clear sky
370,Seoul,KR,37.57,126.98,41.0,38,90,3.36,overcast clouds
371,Ust-Shonosha,RU,61.15,41.34,25.57,97,100,10.07,overcast clouds
372,Kisangani,CD,0.52,25.2,72.93,79,100,1.21,overcast clouds
373,Araouane,ML,18.9,-3.53,74.88,19,98,9.71,overcast clouds
374,Ewa Beach,US,21.32,-158.01,82.4,65,40,6.93,scattered clouds
375,Santa Vitoria Do Palmar,BR,-33.52,-53.37,62.65,83,55,9.46,broken clouds
376,Porto Novo,BJ,6.5,2.6,78.4,88,24,6.4,few clouds
377,Los Llanos De Aridane,ES,28.66,-17.92,66.2,55,0,4.7,clear sky
378,Saint-Georges,GD,12.06,-61.75,78.8,83,20,5.82,few clouds
379,Vostok,RU,46.49,135.88,8.85,90,75,6.85,broken clouds
380,Malakal,SS,9.53,31.66,71.26,25,0,6.26,clear sky
381,Champasak,LA,14.75,106.0,80.6,61,40,11.41,scattered clouds
382,Alkhan-Kala,RU,43.25,45.53,37.4,100,90,2.24,overcast clouds
383,Mehamn,NO,71.04,27.85,29.59,92,100,11.21,light snow
384,Padang,ID,-0.95,100.35,84.58,55,22,4.16,few clouds
385,Morropon,PE,-5.18,-79.97,76.23,57,100,4.83,overcast clouds
386,Launceston,AU,-41.45,147.17,66.99,34,0,21.92,clear sky
387,Sistranda,NO,63.73,8.83,37.4,74,0,20.8,clear sky
388,Zeerust,ZA,-25.54,26.08,59.0,58,0,4.7,clear sky
389,Tuatapere,NZ,-46.13,167.68,64.0,52,53,15.01,light rain
390,Tilichiki,RU,60.47,166.1,-5.17,93,100,11.32,overcast clouds
391,Octeville,FR,49.63,-1.64,46.99,75,90,5.82,overcast clouds
392,Chapais,CA,49.78,-74.85,30.2,92,90,12.75,heavy intensity rain
393,Dumbarton,GB,55.94,-4.57,48.99,93,90,12.75,light rain
394,Hobbs,US,32.7,-103.14,48.2,18,40,16.11,scattered clouds
395,Peniche,PT,39.36,-9.38,51.01,90,78,6.73,broken clouds
396,Leshukonskoye,RU,64.9,45.76,27.68,98,100,9.26,light snow
397,Sambava,MG,-14.27,50.17,74.68,86,92,4.16,overcast clouds
398,Funehiki,JP,37.43,140.58,48.99,58,75,11.41,broken clouds
399,Talnakh,RU,69.49,88.4,21.2,100,90,26.84,snow
400,Lamu,KE,-2.27,40.9,78.8,88,1,11.74,light rain
401,Tecoanapa,MX,16.52,-98.75,78.93,82,97,5.32,overcast clouds
402,Payakumbuh,ID,-0.22,100.63,86.31,37,4,2.04,clear sky
403,Thinadhoo,MV,0.53,72.93,82.47,73,90,11.59,overcast clouds
404,Sinnamary,GF,5.38,-52.95,77.4,88,83,9.73,broken clouds
405,Leningradskiy,RU,69.38,178.42,-4.09,84,0,3.2,clear sky
406,Gorshechnoye,RU,51.52,38.04,22.39,89,85,12.28,overcast clouds
407,Sipoo,FI,60.38,25.27,39.2,86,75,10.29,broken clouds
408,Teya,RU,60.38,92.63,-6.07,88,79,4.45,broken clouds
409,Mari-Turek,RU,56.79,49.62,12.65,94,100,9.1,overcast clouds
410,Cody,US,44.53,-109.06,25.0,79,90,6.93,light snow
411,Suez,EG,29.97,32.53,56.93,53,5,2.17,clear sky
412,Vestmannaeyjar,IS,63.44,-20.27,39.16,73,98,24.14,overcast clouds
413,Kahului,US,20.89,-156.47,78.8,57,20,16.11,few clouds
414,Dingle,PH,11.0,122.67,83.66,81,100,10.45,moderate rain
415,Gobabis,NA,-22.45,18.97,66.2,15,1,3.36,clear sky
416,Ixtapa,MX,20.7,-105.2,77.0,83,90,3.36,overcast clouds
417,Sant Julia De Loria,AD,42.46,1.48,30.0,90,30,8.19,scattered clouds
418,Estelle,US,29.85,-90.11,48.0,69,0,4.36,clear sky
419,Lobito,AO,-12.35,13.55,75.78,80,100,4.29,overcast clouds
420,Svetlogorsk,BY,52.63,29.73,29.93,97,100,8.46,overcast clouds
421,Belen,TR,36.49,36.22,53.6,93,75,12.75,broken clouds
422,Ravar,IR,31.27,56.81,54.03,58,21,3.4,few clouds
423,Maryville,US,35.76,-83.97,28.0,79,20,3.36,few clouds
424,Urucara,BR,-2.54,-57.76,76.75,81,41,1.39,scattered clouds
425,Plettenberg Bay,ZA,-34.05,23.37,56.61,75,56,7.58,broken clouds
426,Jiujiang,CN,29.73,115.98,48.61,78,100,5.46,overcast clouds
427,Ovalle,CL,-30.6,-71.2,52.02,84,0,1.74,clear sky
428,Mazara Del Vallo,IT,37.66,12.59,55.4,87,75,6.93,light rain
429,Storozhevaya,RU,43.88,41.45,36.41,78,92,4.65,light rain
430,Mackay,AU,-21.15,149.2,91.99,55,12,16.11,few clouds
431,Dharchula,IN,29.85,80.53,60.17,29,0,0.51,clear sky
432,Flinders,AU,-34.58,150.86,70.0,68,81,11.05,broken clouds
433,Vadso,NO,70.07,29.75,17.6,92,100,13.87,overcast clouds
434,Savyntsi,UA,49.4,37.06,27.72,92,100,15.19,overcast clouds
435,Kiruna,SE,67.86,20.23,21.2,79,66,11.41,broken clouds
436,Narita,JP,35.78,140.32,48.2,81,75,10.29,broken clouds
437,Korla,CN,41.76,86.15,25.61,92,100,3.09,overcast clouds
438,Fairbanks,US,64.84,-147.72,37.4,64,75,2.24,broken clouds
439,Terra Nova,BR,-12.37,-40.67,68.25,95,100,4.65,overcast clouds
440,Teluknaga,ID,-6.1,106.64,95.0,58,20,10.29,few clouds
441,Puerto Escondido,MX,15.85,-97.07,77.0,73,40,3.36,scattered clouds
442,Mukdahan,TH,16.58,104.5,77.0,61,40,4.7,scattered clouds
443,Pocone,BR,-16.26,-56.62,78.08,73,60,2.26,light rain
444,Mackenzie,CA,55.3,-123.17,32.0,94,90,10.29,overcast clouds
445,Warri,NG,5.52,5.75,76.8,93,52,2.84,broken clouds
446,San Ramon,US,37.78,-121.98,53.6,45,1,1.95,clear sky
447,Dwarka,IN,22.24,68.97,77.95,54,0,9.37,clear sky
448,Iroquois Falls,CA,48.77,-80.68,15.8,85,75,16.11,light snow
449,Manuk Mangkaw,PH,4.8,119.85,82.24,82,100,14.07,overcast clouds
450,Pauini,BR,-7.71,-66.98,76.21,74,88,1.88,overcast clouds
451,Basmat,IN,19.32,77.17,66.2,72,0,3.83,haze
452,San Policarpo,PH,12.18,125.51,83.66,77,99,8.88,overcast clouds
453,Madison Heights,US,42.49,-83.11,34.0,88,1,11.41,clear sky
454,Lahij,YE,13.17,44.58,69.67,86,13,4.18,few clouds
455,Kudahuvadhoo,MV,2.67,72.89,82.9,74,89,11.39,overcast clouds
456,Moranbah,AU,-22.0,148.05,99.21,24,0,8.68,clear sky
457,Makakilo City,US,21.35,-158.09,82.4,65,40,6.93,scattered clouds
458,Morro Bay,US,35.37,-120.85,61.0,37,0,3.0,clear sky
459,Hervey Bay,AU,-25.3,152.85,87.01,58,90,11.41,overcast clouds
460,Nyurba,RU,63.28,118.33,8.35,94,100,11.14,overcast clouds
461,Baijiantan,CN,45.63,85.18,21.06,91,0,1.74,clear sky
462,Asmar,AF,35.03,71.36,52.81,38,0,12.12,clear sky
463,Asau,RO,46.43,26.4,30.2,80,90,3.36,overcast clouds
464,Chippewa Falls,US,44.94,-91.39,21.99,79,1,3.36,clear sky
465,Moron,AR,-34.65,-58.62,73.0,75,0,5.75,light rain
466,Altay,CN,47.87,88.12,13.69,67,0,3.78,clear sky
467,Tiznit,MA,29.58,-9.5,59.04,51,0,3.8,clear sky
468,Huambo,AO,-12.78,15.74,60.67,98,100,2.06,light rain
469,Broken Hill,AU,-31.95,141.43,64.4,34,75,14.99,broken clouds
470,Mirnyy,RU,62.54,113.96,8.6,78,40,11.18,shower snow
471,Apatou,GF,5.16,-54.35,72.82,96,88,2.86,overcast clouds
472,Krasnoarmeysk,RU,51.02,45.7,8.82,95,34,9.06,scattered clouds
473,Byron Bay,AU,-28.65,153.62,95.0,66,9,17.22,clear sky
474,Waipawa,NZ,-41.41,175.52,60.01,58,99,26.4,overcast clouds
475,Baker City,US,44.77,-117.83,26.6,73,1,3.36,clear sky
476,Plouzane,FR,48.38,-4.62,46.4,81,0,4.7,clear sky
477,Benjamin Constant,BR,-4.38,-70.03,77.0,100,75,1.19,light rain
478,Hualmay,PE,-11.1,-77.61,66.09,82,100,6.78,overcast clouds
479,Andenes,NO,69.31,16.12,35.6,64,100,24.16,overcast clouds
480,Callaway,US,30.15,-85.57,42.01,60,1,4.81,clear sky
481,Eureka,US,40.8,-124.16,45.0,89,14,1.97,few clouds
482,Samarai,PG,-10.62,150.67,83.23,76,100,10.76,overcast clouds
483,Alyangula,AU,-13.85,136.42,89.6,59,75,9.17,thunderstorm
484,Karratha,AU,-20.74,116.85,99.27,25,2,18.72,clear sky
485,Aripuana,BR,-9.17,-60.63,74.61,87,100,1.14,overcast clouds
486,General Roca,AR,-39.03,-67.58,73.4,17,0,16.11,clear sky
487,Elat,IL,29.56,34.95,57.2,62,0,4.94,clear sky
488,Pangkalanbuun,ID,-2.68,111.62,91.76,53,99,2.48,overcast clouds
489,Cabedelo,BR,-6.98,-34.83,78.8,83,20,8.05,few clouds
490,Lorengau,PG,-2.02,147.27,85.41,72,58,6.89,light rain
491,Mashhad,IR,36.3,59.61,37.4,100,40,6.93,mist
492,Erzin,TR,36.96,36.2,53.6,93,75,12.75,broken clouds
493,Qostanay,KZ,53.17,63.58,-9.4,83,20,6.71,few clouds
494,Guntur,IN,16.3,80.45,73.4,78,20,5.82,haze
495,Wenchi,GH,7.74,-2.1,71.47,90,91,5.44,overcast clouds
496,Valparaiso,CL,-33.04,-71.63,53.6,87,90,3.36,overcast clouds
497,Hisor,TJ,38.52,68.55,41.0,93,90,6.71,mist
498,Tazmalt,DZ,36.39,4.4,51.8,87,0,4.7,clear sky
499,Rio Tuba,PH,8.51,117.43,84.38,70,63,2.55,broken clouds
500,Nemuro,JP,43.32,145.57,33.8,47,20,5.82,few clouds
501,Sarangani,PH,5.4,125.46,83.95,80,99,13.42,light rain
502,Noyabrsk,RU,63.2,75.45,11.55,95,84,16.44,broken clouds
503,Igrim,RU,63.19,64.42,23.2,88,1,10.69,clear sky
504,Pangody,RU,65.85,74.49,15.93,94,10,19.24,clear sky
505,Yankton,US,42.87,-97.4,30.0,73,1,6.93,clear sky
506,Troy,US,42.61,-83.15,33.01,89,1,11.41,clear sky
507,Kakrala,IN,27.9,79.2,62.98,33,0,4.59,clear sky
508,Namibe,AO,-15.2,12.15,68.45,70,41,6.02,scattered clouds
509,Price,US,39.6,-110.81,30.2,46,1,10.29,clear sky
510,Wattegama,LK,6.8,81.48,82.4,88,40,6.93,light rain
511,Hegang,CN,47.4,130.37,15.91,83,0,7.92,clear sky
512,Beohari,IN,24.05,81.38,64.47,38,9,2.75,clear sky
513,Phalodi,IN,27.13,72.37,69.28,22,69,4.41,broken clouds
514,Salinopolis,BR,-0.61,-47.36,79.18,86,27,11.12,light rain
515,Juybar,IR,36.64,52.91,46.4,93,75,4.7,broken clouds
516,Sisimiut,GL,66.94,-53.67,17.22,92,100,5.64,overcast clouds
517,Tairua,NZ,-37.02,175.85,64.99,69,21,8.99,few clouds
518,Grand Forks,US,47.94,-97.43,28.4,86,20,10.29,few clouds
519,Cheremukhovo,RU,60.35,59.99,14.77,94,5,4.79,clear sky
520,Auki,SB,-8.77,160.7,84.25,74,81,0.72,light rain
521,Catubig,PH,12.41,125.05,86.04,77,96,2.93,overcast clouds
522,Dunedin,NZ,-45.87,170.5,67.55,35,35,23.17,scattered clouds
523,Puerto Carreno,CO,6.19,-67.49,76.33,92,100,0.31,overcast clouds
524,Kuusamo,FI,65.97,29.18,24.8,92,90,8.05,light shower snow
525,Morganton,US,35.75,-81.68,32.0,88,1,7.96,clear sky
526,Scarborough,GB,54.28,-0.4,39.99,84,92,7.85,overcast clouds
527,Hobyo,SO,5.35,48.53,78.33,78,66,9.78,broken clouds
528,Rybnaya Sloboda,RU,55.46,50.14,19.4,85,90,8.95,overcast clouds
529,Emerald,AU,-23.53,148.17,100.4,25,0,8.05,clear sky
530,Itoman,JP,26.12,127.67,73.4,73,75,18.34,broken clouds
531,Nantucket,US,41.28,-70.1,48.2,70,90,20.8,overcast clouds
532,Snyder,US,32.72,-100.92,48.2,45,1,12.75,clear sky
533,Gouyave,GD,12.16,-61.73,78.8,83,20,5.82,few clouds
534,Aitape,PG,-3.14,142.35,82.96,77,78,4.97,light rain
535,Henties Bay,NA,-22.12,14.28,55.99,91,27,5.3,scattered clouds
536,Tautira,PF,-17.73,-149.15,78.8,83,40,8.05,light intensity shower rain
537,Beloha,MG,-25.17,45.05,73.83,69,53,4.83,broken clouds
538,Gushikawa,JP,26.35,127.87,73.4,78,90,18.34,overcast clouds
539,Moose Factory,CA,51.26,-80.61,19.4,92,1,6.93,clear sky
540,Rockland,US,41.17,-74.05,37.99,75,3,12.73,clear sky
541,Agadez,NE,19.75,10.25,60.46,29,0,5.75,clear sky
542,Vila Franca Do Campo,PT,37.72,-25.43,60.8,82,75,23.04,light rain
543,Buraydah,SA,26.33,43.98,60.8,100,40,8.05,scattered clouds
544,Amantea,IT,39.13,16.07,53.01,93,74,9.17,broken clouds
545,Rockport,US,28.02,-97.05,66.99,72,20,5.82,few clouds
546,Mandiana,GN,10.63,-8.68,72.23,32,64,0.85,broken clouds
547,Aksha,RU,50.28,113.29,14.86,82,43,13.4,scattered clouds
548,Turkistan,KZ,43.0,68.0,28.38,88,99,2.8,overcast clouds
549,Opatija,HR,45.34,14.31,39.99,51,0,20.8,clear sky
550,Kinablangan,PH,7.69,126.55,85.23,70,96,3.24,overcast clouds
551,Dandong,CN,40.13,124.39,32.0,72,100,7.29,overcast clouds
552,Cakovec,HR,46.38,16.43,30.99,74,100,1.99,overcast clouds
553,Mahajanga,MG,-15.72,46.32,78.8,88,75,3.36,light rain
554,Magpet,PH,7.11,125.11,87.8,66,40,2.24,scattered clouds
555,Sokolka,PL,53.41,23.5,19.4,100,0,7.81,mist
556,Leopold,AU,-38.18,144.47,66.0,55,90,12.75,overcast clouds
557,Solnechnyy,RU,50.72,136.63,10.38,79,86,3.42,overcast clouds
558,Metro,ID,-5.11,105.31,85.6,67,78,6.11,broken clouds
559,Treinta Y Tres,UY,-33.23,-54.38,60.37,90,34,9.55,scattered clouds
560,Santiago Del Estero,AR,-27.8,-64.26,79.0,67,68,4.0,broken clouds
561,Soe,ID,-9.86,124.28,85.08,55,41,6.73,scattered clouds
562,Le Locle,CH,47.06,6.75,35.6,92,90,5.82,overcast clouds
563,Buchanan,LR,5.88,-10.05,77.0,94,75,3.67,broken clouds
564,Sirhind,IN,30.65,76.38,61.32,32,0,6.22,clear sky
565,Nhulunbuy,AU,-12.23,136.77,82.4,83,40,10.29,shower rain
566,Suntar,RU,62.14,117.63,10.33,93,100,10.94,overcast clouds
567,Zempoala,MX,19.45,-96.42,66.99,88,90,4.18,overcast clouds
568,Scottsbluff,US,41.87,-103.67,30.2,58,75,19.46,broken clouds
569,Batagay-Alyta,RU,67.8,130.41,-8.34,80,100,6.13,overcast clouds
570,Tigil,RU,57.8,158.67,6.33,92,35,3.89,scattered clouds
571,Schattdorf,CH,46.87,8.65,35.6,87,75,2.24,broken clouds
572,Salalah,OM,17.02,54.09,77.0,78,75,3.36,broken clouds
573,Edgewater,US,28.99,-80.9,44.01,70,1,5.82,clear sky
574,Joao Pinheiro,BR,-17.74,-46.17,71.11,68,100,3.49,overcast clouds
575,Sidi Ali,DZ,36.1,0.42,54.3,96,5,9.4,clear sky
576,Elko,US,41.0,-115.5,30.99,63,1,1.28,clear sky
577,Awjilah,LY,29.11,21.29,55.54,86,0,7.25,clear sky
578,Dire,ML,12.28,-10.97,72.64,36,18,0.89,few clouds
579,Jerome,US,42.72,-114.52,26.6,79,1,4.7,clear sky
580,Ndele,CF,8.41,20.65,68.07,25,100,3.96,overcast clouds
581,Montrose,US,38.42,-108.27,28.99,53,20,5.3,few clouds
582,Baculin,PH,7.45,126.58,86.67,69,98,5.35,overcast clouds
583,Chermoz,RU,58.79,56.15,18.66,96,47,11.05,scattered clouds
584,Yar-Sale,RU,66.83,70.83,18.01,93,8,19.15,clear sky
585,Muros,ES,42.78,-9.06,48.99,87,96,1.01,overcast clouds
586,Wenatchee,US,47.42,-120.31,34.0,80,1,3.36,clear sky
587,Port Hedland,AU,-20.32,118.57,102.2,31,32,16.11,scattered clouds
588,Sao Felix Do Xingu,BR,-6.64,-51.99,73.33,85,64,1.01,broken clouds
589,Zhuhai,CN,22.28,113.57,71.01,68,0,18.34,clear sky
590,Richards Bay,ZA,-28.78,32.04,67.28,74,100,14.61,overcast clouds
591,Mikkeli,FI,61.69,27.27,30.99,100,97,1.99,overcast clouds
592,Akyab,MM,20.15,92.9,76.33,56,66,5.97,broken clouds
593,Omsukchan,RU,62.53,155.8,-1.25,82,0,4.52,clear sky
594,Le Port,RE,-20.94,55.29,80.6,74,20,10.29,few clouds
595,Ola,RU,59.58,151.28,11.5,89,28,5.79,scattered clouds
596,Igarka,RU,67.47,86.58,10.02,95,100,16.51,overcast clouds
597,Phan Thiet,VN,10.93,108.1,81.86,72,1,18.05,clear sky
598,Mitu,CO,1.2,-70.17,72.77,96,99,0.45,overcast clouds
599,Aklavik,CA,68.22,-135.01,1.4,84,4,5.82,clear sky
600,La Ronge,CA,55.1,-105.28,28.4,79,20,4.7,few clouds
601,Gallup,US,35.53,-108.74,30.2,30,1,9.17,clear sky
602,Pisco,PE,-13.7,-76.22,66.2,82,0,10.29,clear sky
603,Fare,PF,-16.7,-151.02,80.73,76,35,13.29,light rain
604,Shellbrook,CA,53.22,-106.4,24.8,79,75,6.93,broken clouds
605,Lavrentiya,RU,65.58,-171.0,8.92,90,0,13.96,clear sky
606,Balancan,MX,17.8,-91.53,66.22,87,5,1.45,clear sky
607,Ulladulla,AU,-35.35,150.47,68.0,64,75,13.87,broken clouds
608,Pimentel,PE,-6.84,-79.93,65.97,81,96,12.01,overcast clouds
609,Sumkino,RU,58.11,68.32,2.07,92,40,6.2,scattered clouds
610,Pedernales,DO,18.04,-71.74,78.01,71,98,1.14,overcast clouds
611,Bowmore,US,34.94,-79.3,34.0,80,1,3.36,clear sky
612,San Jeronimo,PE,-11.95,-75.28,50.45,70,96,3.71,overcast clouds
613,Aasiaat,GL,68.71,-52.87,17.29,92,96,5.17,overcast clouds
614,Inuvik,CA,68.35,-133.72,1.4,84,20,5.82,few clouds
615,Marawi,PH,8.0,124.29,84.99,78,88,3.0,overcast clouds
616,Puerto Penasco,MX,31.32,-113.53,63.0,24,0,4.0,clear sky
617,Ural,RU,55.91,94.75,8.42,93,99,8.66,overcast clouds
618,Aneho,TG,6.23,1.6,80.6,88,20,8.05,few clouds
619,Prevalje,SI,46.55,14.92,30.0,87,99,1.01,overcast clouds
620,Cinnaminson,US,40.0,-74.99,39.2,59,75,12.75,broken clouds
621,Camana,PE,-16.62,-72.71,65.5,80,67,6.67,broken clouds
622,Krasnyy Yar,RU,46.53,48.35,19.4,85,75,13.42,broken clouds
623,Nuevo Progreso,MX,23.17,-97.95,64.0,46,80,5.06,broken clouds
624,Naryan-Mar,RU,67.67,53.09,25.79,96,95,23.04,overcast clouds
625,Marystown,CA,47.17,-55.15,42.84,90,100,16.49,overcast clouds
626,San Carlos,VE,9.66,-68.58,73.99,89,86,2.75,overcast clouds
627,Contamana,PE,-7.33,-75.02,76.23,84,93,2.04,light rain
628,Bantry,IE,51.68,-9.45,48.2,87,75,6.93,broken clouds
629,Ambon,ID,-3.7,128.18,95.0,56,20,5.82,few clouds
630,Koumac,NC,-20.57,164.28,80.69,54,7,9.6,clear sky
631,Bend,US,44.06,-121.32,30.99,86,1,3.62,clear sky
632,Itarema,BR,-2.92,-39.92,79.02,81,13,12.33,few clouds
633,Santa Maria,BR,-29.68,-53.81,71.6,78,0,13.87,clear sky
634,Georgiyevka,KZ,43.04,74.71,17.6,78,62,6.71,mist
635,Cayenne,GF,4.93,-52.33,77.0,100,0,2.24,clear sky
636,Marsabit,KE,2.33,37.99,65.77,78,7,14.34,clear sky
637,Puerto Quijarro,BO,-17.78,-57.77,78.33,76,46,3.11,scattered clouds
638,Perth,AU,-31.93,115.83,81.0,29,0,5.82,clear sky
639,Bonfim,BR,3.08,-59.95,77.97,80,81,5.48,broken clouds
640,Broome,US,42.25,-75.83,33.01,74,90,12.75,light snow
641,Zarubino,RU,42.63,131.09,29.53,78,10,15.86,clear sky
642,Anton Lizardo,MX,19.05,-95.98,66.99,88,90,1.05,overcast clouds
643,Axim,GH,4.87,-2.24,78.03,85,0,6.35,light rain
644,Fort Nelson,CA,58.81,-122.7,24.8,92,75,3.36,broken clouds
645,Jagdalpur,IN,19.07,82.03,66.2,62,95,3.83,overcast clouds
646,Rome,US,34.26,-85.16,32.0,80,1,2.46,clear sky
647,Klaksvik,FO,62.23,-6.59,42.8,81,49,14.99,scattered clouds
648,Kununurra,AU,-15.77,128.73,86.0,74,99,5.82,overcast clouds
649,Bahia Blanca,AR,-38.72,-62.27,79.68,28,67,20.51,broken clouds
650,Harnoli,PK,32.28,71.55,65.68,27,0,3.65,clear sky
651,Dapaong,TG,10.86,0.2,71.76,21,0,4.88,clear sky
652,Emba,KZ,48.83,58.14,-2.04,89,0,8.37,clear sky
653,Cabungahan,PH,10.5,123.38,80.6,88,90,4.7,shower rain
654,Alexandria,EG,31.22,29.96,53.6,87,0,2.24,clear sky
655,Avera,US,33.19,-82.53,33.8,92,1,4.7,clear sky
656,Zlitan,LY,32.47,14.57,60.93,75,0,9.04,clear sky
657,Komsomolskiy,UZ,40.43,71.72,37.4,74,100,4.7,mist
658,Aguimes,ES,27.91,-15.45,66.2,63,20,2.24,few clouds
659,Winslow,US,35.02,-110.7,30.2,30,1,6.93,clear sky
660,Zyryanka,RU,65.75,150.85,-14.84,82,70,7.58,broken clouds
661,Katsina,NG,12.99,7.6,68.74,24,0,8.97,clear sky
662,Tezu,IN,27.92,96.17,72.99,30,1,1.66,clear sky
663,Remontnoye,RU,46.56,43.65,23.0,92,100,17.9,light snow
664,Wadena,US,46.44,-95.14,26.6,79,1,4.47,clear sky
665,Bay Roberts,CA,47.6,-53.26,46.0,93,90,19.46,overcast clouds
666,Wajir,KE,1.75,40.06,75.54,83,12,12.12,few clouds
667,Zaqatala,AZ,41.63,46.64,32.0,69,20,2.24,few clouds
668,Brus Laguna,HN,15.75,-84.48,73.67,91,91,2.17,overcast clouds
669,Sioux Lookout,CA,50.1,-91.92,15.8,85,5,2.24,clear sky
670,Lalin,ES,42.72,-8.12,48.2,93,40,8.05,scattered clouds
671,Cabra,ES,37.47,-4.44,46.0,85,0,1.41,clear sky
